     X	             Y	             Z
2.2907e+00	3.0000e+01	8.0000e+01
2.2921e+00	2.9988e+01	8.0000e+01
2.2921e+00	2.9988e+01	8.0000e+01
2.2931e+00	2.9980e+01	8.0000e+01
2.2931e+00	2.9980e+01	8.0000e+01
2.2978e+00	2.9939e+01	8.0000e+01
2.2978e+00	2.9939e+01	8.0000e+01
2.3015e+00	2.9906e+01	8.0000e+01
2.3015e+00	2.9906e+01	8.0000e+01
2.3087e+00	2.9844e+01	8.0000e+01
2.3087e+00	2.9844e+01	8.0000e+01
2.3109e+00	2.9825e+01	8.0000e+01
2.3109e+00	2.9825e+01	8.0000e+01
2.3143e+00	2.9797e+01	8.0000e+01
2.3143e+00	2.9797e+01	8.0000e+01
2.3204e+00	2.9745e+01	8.0000e+01
2.3204e+00	2.9745e+01	8.0000e+01
2.3245e+00	2.9711e+01	8.0000e+01
2.3245e+00	2.9711e+01	8.0000e+01
2.3300e+00	2.9665e+01	8.0000e+01
2.3300e+00	2.9665e+01	8.0000e+01
2.3385e+00	2.9595e+01	8.0000e+01
2.3385e+00	2.9595e+01	8.0000e+01
2.3396e+00	2.9585e+01	8.0000e+01
2.3396e+00	2.9585e+01	8.0000e+01
2.3403e+00	2.9580e+01	8.0000e+01
2.3403e+00	2.9580e+01	8.0000e+01
2.3437e+00	2.9552e+01	8.0000e+01
2.3437e+00	2.9552e+01	8.0000e+01
2.3493e+00	2.9507e+01	8.0000e+01
2.3493e+00	2.9507e+01	8.0000e+01
2.3563e+00	2.9450e+01	8.0000e+01
2.3563e+00	2.9450e+01	8.0000e+01
2.3591e+00	2.9428e+01	8.0000e+01
2.3591e+00	2.9428e+01	8.0000e+01
2.3634e+00	2.9394e+01	8.0000e+01
2.3634e+00	2.9394e+01	8.0000e+01
2.3689e+00	2.9351e+01	8.0000e+01
2.3689e+00	2.9351e+01	8.0000e+01
2.3724e+00	2.9323e+01	8.0000e+01
2.3724e+00	2.9323e+01	8.0000e+01
2.3788e+00	2.9273e+01	8.0000e+01
2.3788e+00	2.9273e+01	8.0000e+01
2.3879e+00	2.9204e+01	8.0000e+01
2.3879e+00	2.9204e+01	8.0000e+01
2.3886e+00	2.9198e+01	8.0000e+01
2.3886e+00	2.9198e+01	8.0000e+01
2.3888e+00	2.9197e+01	8.0000e+01
2.3888e+00	2.9197e+01	8.0000e+01
2.3890e+00	2.9195e+01	8.0000e+01
2.3890e+00	2.9195e+01	8.0000e+01
2.3988e+00	2.9121e+01	8.0000e+01
2.3988e+00	2.9121e+01	8.0000e+01
2.4049e+00	2.9075e+01	8.0000e+01
2.4049e+00	2.9075e+01	8.0000e+01
2.4089e+00	2.9045e+01	8.0000e+01
2.4089e+00	2.9045e+01	8.0000e+01
2.4154e+00	2.8997e+01	8.0000e+01
2.4154e+00	2.8997e+01	8.0000e+01
2.4191e+00	2.8970e+01	8.0000e+01
2.4191e+00	2.8970e+01	8.0000e+01
2.4213e+00	2.8954e+01	8.0000e+01
2.4213e+00	2.8954e+01	8.0000e+01
2.4293e+00	2.8895e+01	8.0000e+01
2.4293e+00	2.8895e+01	8.0000e+01
2.4306e+00	2.8887e+01	8.0000e+01
2.4306e+00	2.8887e+01	8.0000e+01
2.4378e+00	2.8834e+01	8.0000e+01
