     X	             Y	             Z
1.0000e+00	1.0792e+01	1.5000e+01
1.0067e+00	1.0703e+01	1.5000e+01
1.0067e+00	1.0703e+01	1.5000e+01
1.0121e+00	1.0632e+01	1.5000e+01
1.0121e+00	1.0632e+01	1.5000e+01
1.0143e+00	1.0602e+01	1.5000e+01
1.0143e+00	1.0602e+01	1.5000e+01
1.0172e+00	1.0565e+01	1.5000e+01
1.0172e+00	1.0565e+01	1.5000e+01
1.0220e+00	1.0502e+01	1.5000e+01
1.0220e+00	1.0502e+01	1.5000e+01
1.0260e+00	1.0452e+01	1.5000e+01
1.0260e+00	1.0452e+01	1.5000e+01
1.0298e+00	1.0404e+01	1.5000e+01
1.0298e+00	1.0404e+01	1.5000e+01
1.0346e+00	1.0343e+01	1.5000e+01
1.0346e+00	1.0343e+01	1.5000e+01
1.0376e+00	1.0306e+01	1.5000e+01
1.0376e+00	1.0306e+01	1.5000e+01
1.0400e+00	1.0276e+01	1.5000e+01
1.0400e+00	1.0276e+01	1.5000e+01
1.0455e+00	1.0209e+01	1.5000e+01
1.0455e+00	1.0209e+01	1.5000e+01
1.0523e+00	1.0127e+01	1.5000e+01
1.0523e+00	1.0127e+01	1.5000e+01
1.0535e+00	1.0113e+01	1.5000e+01
1.0535e+00	1.0113e+01	1.5000e+01
1.0544e+00	1.0103e+01	1.5000e+01
1.0544e+00	1.0103e+01	1.5000e+01
1.0614e+00	1.0018e+01	1.5000e+01
1.0614e+00	1.0018e+01	1.5000e+01
1.0625e+00	1.0007e+01	1.5000e+01
1.0625e+00	1.0007e+01	1.5000e+01
1.0689e+00	9.9325e+00	1.5000e+01
1.0689e+00	9.9325e+00	1.5000e+01
1.0695e+00	9.9246e+00	1.5000e+01
1.0695e+00	9.9246e+00	1.5000e+01
1.0704e+00	9.9150e+00	1.5000e+01
1.0704e+00	9.9150e+00	1.5000e+01
1.0777e+00	9.8314e+00	1.5000e+01
1.0777e+00	9.8314e+00	1.5000e+01
1.0836e+00	9.7650e+00	1.5000e+01
1.0836e+00	9.7650e+00	1.5000e+01
1.0859e+00	9.7394e+00	1.5000e+01
1.0859e+00	9.7394e+00	1.5000e+01
1.0887e+00	9.7078e+00	1.5000e+01
1.0887e+00	9.7078e+00	1.5000e+01
1.0942e+00	9.6481e+00	1.5000e+01
1.0942e+00	9.6481e+00	1.5000e+01
1.0986e+00	9.6003e+00	1.5000e+01
1.0986e+00	9.6003e+00	1.5000e+01
1.1025e+00	9.5578e+00	1.5000e+01
1.1025e+00	9.5578e+00	1.5000e+01
1.1074e+00	9.5057e+00	1.5000e+01
1.1074e+00	9.5057e+00	1.5000e+01
1.1109e+00	9.4684e+00	1.5000e+01
1.1109e+00	9.4684e+00	1.5000e+01
1.1138e+00	9.4384e+00	1.5000e+01
1.1138e+00	9.4384e+00	1.5000e+01
1.1194e+00	9.3798e+00	1.5000e+01
1.1194e+00	9.3798e+00	1.5000e+01
1.1264e+00	9.3086e+00	1.5000e+01
1.1264e+00	9.3086e+00	1.5000e+01
1.1280e+00	9.2924e+00	1.5000e+01
1.1280e+00	9.2924e+00	1.5000e+01
1.1293e+00	9.2793e+00	1.5000e+01
1.1293e+00	9.2793e+00	1.5000e+01
1.1366e+00	9.2055e+00	1.5000e+01
1.1366e+00	9.2055e+00	1.5000e+01
