     X	             Y	             Z
1.0000e+00	5.7925e+00	1.0000e+01
1.0020e+00	5.7755e+00	1.0000e+01
1.0020e+00	5.7755e+00	1.0000e+01
1.0034e+00	5.7639e+00	1.0000e+01
1.0034e+00	5.7639e+00	1.0000e+01
1.0089e+00	5.7173e+00	1.0000e+01
1.0089e+00	5.7173e+00	1.0000e+01
1.0106e+00	5.7033e+00	1.0000e+01
1.0106e+00	5.7033e+00	1.0000e+01
1.0151e+00	5.6667e+00	1.0000e+01
1.0151e+00	5.6667e+00	1.0000e+01
1.0159e+00	5.6599e+00	1.0000e+01
1.0159e+00	5.6599e+00	1.0000e+01
1.0172e+00	5.6499e+00	1.0000e+01
1.0172e+00	5.6499e+00	1.0000e+01
1.0229e+00	5.6029e+00	1.0000e+01
1.0229e+00	5.6029e+00	1.0000e+01
1.0269e+00	5.5712e+00	1.0000e+01
1.0269e+00	5.5712e+00	1.0000e+01
1.0300e+00	5.5465e+00	1.0000e+01
1.0300e+00	5.5465e+00	1.0000e+01
1.0346e+00	5.5109e+00	1.0000e+01
1.0346e+00	5.5109e+00	1.0000e+01
1.0372e+00	5.4908e+00	1.0000e+01
1.0372e+00	5.4908e+00	1.0000e+01
1.0389e+00	5.4772e+00	1.0000e+01
1.0389e+00	5.4772e+00	1.0000e+01
1.0443e+00	5.4356e+00	1.0000e+01
1.0443e+00	5.4356e+00	1.0000e+01
1.0484e+00	5.4051e+00	1.0000e+01
1.0484e+00	5.4051e+00	1.0000e+01
1.0511e+00	5.3849e+00	1.0000e+01
1.0511e+00	5.3849e+00	1.0000e+01
1.0516e+00	5.3811e+00	1.0000e+01
1.0516e+00	5.3811e+00	1.0000e+01
1.0523e+00	5.3756e+00	1.0000e+01
1.0523e+00	5.3756e+00	1.0000e+01
1.0589e+00	5.3269e+00	1.0000e+01
1.0589e+00	5.3269e+00	1.0000e+01
1.0634e+00	5.2941e+00	1.0000e+01
1.0634e+00	5.2941e+00	1.0000e+01
1.0662e+00	5.2735e+00	1.0000e+01
1.0662e+00	5.2735e+00	1.0000e+01
1.0704e+00	5.2437e+00	1.0000e+01
1.0704e+00	5.2437e+00	1.0000e+01
1.0736e+00	5.2206e+00	1.0000e+01
1.0736e+00	5.2206e+00	1.0000e+01
1.0759e+00	5.2048e+00	1.0000e+01
1.0759e+00	5.2048e+00	1.0000e+01
1.0811e+00	5.1682e+00	1.0000e+01
1.0811e+00	5.1682e+00	1.0000e+01
1.0881e+00	5.1199e+00	1.0000e+01
1.0881e+00	5.1199e+00	1.0000e+01
1.0886e+00	5.1170e+00	1.0000e+01
1.0886e+00	5.1170e+00	1.0000e+01
1.0886e+00	5.1165e+00	1.0000e+01
1.0886e+00	5.1165e+00	1.0000e+01
1.0887e+00	5.1157e+00	1.0000e+01
1.0887e+00	5.1157e+00	1.0000e+01
1.0962e+00	5.0651e+00	1.0000e+01
1.0962e+00	5.0651e+00	1.0000e+01
