0, 0, 499.19
0, 1, 430.144
0, 2, 543.816
0, 3, 499.781
0, 4, 508.36
0, 5, 551.534
0, 6, 617.888
0, 7, 627.151
0, 8, 945.991
0, 9, 1205.82
0, 10, 1108.29
0, 11, 1276.88
0, 12, 1352.73
0, 13, 1343.08
0, 14, 1345.93
0, 15, 1313.01
0, 16, 1352.65
0, 17, 1368.84
0, 18, 1460.42
0, 19, 1399.21
0, 20, 1517.35
0, 21, 1571.33
0, 22, 1558.57
0, 23, 1583.37
0, 24, 1609.87
0, 25, 1588.85
0, 26, 1659.94
0, 27, 1666.93
0, 28, 1691.8
0, 29, 1630.44
0, 30, 2117.61
0, 31, 2440.05
0, 32, 2717.22
0, 33, 2989.64
0, 34, 3307.04
0, 35, 3562.75
0, 36, 3896.15
0, 37, 5335.41
0, 38, 6680.42
0, 39, 8124.38
0, 40, 9546.3
0, 41, 11089.4
0, 42, 12479.2
0, 43, 15722.4
0, 44, 18453.4
0, 45, 21414.5
0, 46, 24003
0, 47, 30003.5
0, 48, 33839
0, 49, 36033
0, 50, 38412.7
0, 51, 45063.9
0, 52, 48647
0, 53, 51292.2
0, 54, 54909.5
0, 55, 58603.1
0, 56, 60913.8
0, 57, 64439.9
0, 58, 67965.6
0, 59, 81689.6
0, 60, 91567.8
0, 61, 113799
0, 62, 130083
0, 63, 145763
0, 64, 161736
1, 0, 200.07
1, 1, 195.959
1, 2, 179.886
1, 3, 205.715
1, 4, 209.527
1, 5, 223.684
1, 6, 272.284
1, 7, 412.248
1, 8, 457.345
1, 9, 487.013
1, 10, 555.471
1, 11, 616.902
1, 12, 508.705
1, 13, 502.167
1, 14, 584.478
1, 15, 576.732
1, 16, 616.765
1, 17, 607.049
1, 18, 638.747
1, 19, 625.186
1, 20, 638.432
1, 21, 641.097
1, 22, 627.13
1, 23, 657.244
1, 24, 617.483
1, 25, 686.638
1, 26, 683.333
1, 27, 699.708
1, 28, 639.824
1, 29, 634.961
1, 30, 830.627
1, 31, 921.588
1, 32, 980.692
1, 33, 1105.41
1, 34, 1214.15
1, 35, 1285.38
1, 36, 1392.08
1, 37, 1809.95
1, 38, 2239
1, 39, 2707.55
1, 40, 3157.63
1, 41, 3704.39
1, 42, 4118.28
1, 43, 4966.49
1, 44, 5796
1, 45, 6614.26
1, 46, 7575.26
1, 47, 8297.38
1, 48, 9322.3
1, 49, 10210.2
1, 50, 11017.6
1, 51, 11822
1, 52, 12576.8
1, 53, 13456.1
1, 54, 14396.7
1, 55, 15219.2
1, 56, 16120.5
1, 57, 16924.4
1, 58, 17643.5
1, 59, 21770.5
1, 60, 25706.8
1, 61, 29865.7
1, 62, 33904.9
1, 63, 38068.9
1, 64, 41726.6
2, 0, 421.23
2, 1, 415.478
2, 2, 414.736
2, 3, 418.639
2, 4, 422.486
2, 5, 426.569
2, 6, 422.747
2, 7, 426.81
2, 8, 425.72
2, 9, 422.695
2, 10, 425.473
2, 11, 423.21
2, 12, 422.133
2, 13, 421.936
2, 14, 431.384
2, 15, 449.036
2, 16, 425.755
2, 17, 436.004
2, 18, 456.575
2, 19, 448.001
2, 20, 416.413
2, 21, 419.525
2, 22, 488.554
2, 23, 438.845
2, 24, 408.528
2, 25, 404.678
2, 26, 404.291
2, 27, 406.16
2, 28, 397.3
2, 29, 397.889
2, 30, 381.622
2, 31, 398.452
2, 32, 462.75
2, 33, 532.337
2, 34, 599.114
2, 35, 640.703
2, 36, 583.473
2, 37, 802.981
2, 38, 1016.22
2, 39, 1223.3
2, 40, 1582.82
2, 41, 1819.08
2, 42, 2061.84
2, 43, 2529.8
2, 44, 3006.88
2, 45, 3556.83
2, 46, 4022.41
2, 47, 4473.2
2, 48, 4949.91
2, 49, 5386.17
2, 50, 5815.73
2, 51, 6258.39
2, 52, 6675.62
2, 53, 7142.48
2, 54, 7597.82
2, 55, 8022.87
2, 56, 8390.05
2, 57, 8887.88
2, 58, 9210.59
2, 59, 11208.8
2, 60, 13319.8
2, 61, 15744.2
2, 62, 17841.7
2, 63, 20047.7
2, 64, 21940.6
3, 0, 295.639
3, 1, 296.101
3, 2, 298.773
3, 3, 300.556
3, 4, 298.524
3, 5, 299.794
3, 6, 297.436
3, 7, 300.764
3, 8, 298.515
3, 9, 300.299
3, 10, 298.574
3, 11, 300.577
3, 12, 300.697
3, 13, 299.084
3, 14, 298.509
3, 15, 300.351
3, 16, 300.973
3, 17, 298.442
3, 18, 299.744
3, 19, 299.417
3, 20, 298.28
3, 21, 301.819
3, 22, 299.507
3, 23, 300.632
3, 24, 298.652
3, 25, 300.449
3, 26, 298.01
3, 27, 296.822
3, 28, 296.071
3, 29, 298.471
3, 30, 294.582
3, 31, 297.215
3, 32, 290.748
3, 33, 299.918
3, 34, 292.48
3, 35, 318.259
3, 36, 288.502
3, 37, 385.732
3, 38, 462.066
3, 39, 519.676
3, 40, 570.967
3, 41, 637.66
3, 42, 671.214
3, 43, 750.323
3, 44, 859.118
3, 45, 1012.64
3, 46, 1135.97
3, 47, 1297.47
3, 48, 1539.01
3, 49, 1626.33
3, 50, 1800.71
3, 51, 1894.36
3, 52, 2049.36
3, 53, 2142.87
3, 54, 2321.88
3, 55, 2430.89
3, 56, 2526.44
3, 57, 2672.13
3, 58, 2770.41
3, 59, 3364.73
3, 60, 4145.02
3, 61, 4705.15
3, 62, 5254.12
3, 63, 5913.51
3, 64, 6414.53
